,attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping,sentiment
328,,good,good,good,0,1823206,1,,awesome,5,1801A2A3,"I had him two semesters in a row and i loved every minute of his class.  No wonder nash had a crush on him, he's hot!  If you get a chance to take his class i highly reccommend it",03/19/2004,4.0,4.0,,5,,5.0,5.0,1,,1079679550000,,580,,,,[],person,people,0.3908333333333333
329,,good,average,good,0,1577639,0,,awesome,5,1803,Awesome,01/05/2004,3.0,3.0,,4,,4.5,4.5,1,,1073330206000,,580,,,,[],people,people,1.0
330,,poor,good,poor,0,1451502,8,,awful,1,1803,"His homework is long, his tests are hard, and his lectures are boring. Just one of the most delightful ways to get through a class that is required of everyone in the school of engineering. If you're lucky, he'll retire before you have to take his class.",12/06/2003,5.0,5.0,,1,,1.0,1.0,1,,1070744952000,,580,,,,[],people,people,0.08194444444444442
331,,good,poor,good,0,1383040,0,,awesome,5,1803,"almost everyone at the institute takes his class (18.03).  It's tough, but his lectures are sprinkled with good humor (mmm..  sprinkles and good humor).  One of the psets contained a question about growing psychedelic mushrooms!",11/23/2003,1.0,1.0,,5,,5.0,5.0,1,,1069598120000,,580,,,,[],people,people,0.39537037037037037
332,,good,good,good,0,1356495,0,,awesome,5,1803,yeah he's tough.  i took 18.03 twice.  but he's an amazing professor.  probably the best math teacher i've ever had.,11/19/2003,4.0,4.0,,5,,5.0,5.0,1,,1069248168000,,580,,,,[],people,people,0.40370370370370373
333,,good,average,good,0,1338109,0,,awesome,5,180203,he's sooooo funny!,11/17/2003,3.0,3.0,,4,,4.5,4.5,1,,1069071963000,,580,,,,[],people,people,0.3125
334,,average,good,poor,0,1126099,0,,poor,2,1801A02A,"I went to mattuck's office hours, where he was contemptuous of and impatient with our questions and inability to understand quite difficult material.  His problem sets are needlessly complicated and do not reflect the tests well.",09/09/2003,5.0,5.0,,1,,1.5,1.5,1,,1063137286000,,580,,,,[],people,people,-0.39999999999999997
335,,good,good,good,0,1120806,0,,awesome,5,6042J,"Prof. Mattuck is widely known for being a hard-ass, and rightly so.  Those who interact with him more personally know that he's a great teacher, with a good sense of humor.",09/06/2003,4.0,4.0,,4,,4.5,4.5,1,,1062855126000,,580,,,,[],people,people,0.3642857142857143
336,,good,average,good,0,1055699,0,,awesome,5,1802,Fav. prof.,07/18/2003,3.0,3.0,,5,,5.0,5.0,1,,1058564658000,,580,,,,[],people,people,0.0
337,,good,average,good,0,1000276,0,,good,4,1803,No Comments,06/05/2003,3.0,3.0,,4,,4.0,4.0,1,,1054777078000,,580,,,,[],people,people,0.0
338,,good,average,good,0,973153,0,,awesome,5,1803,No Comments,05/20/2003,3.0,3.0,,5,,5.0,5.0,1,,1053429860000,,580,,,,[],people,people,0.0
339,,good,average,good,1,969496,0,,awesome,5,1801A,No Comments,05/18/2003,2.0,2.0,,4,,4.5,4.5,1,,1053283675000,,580,,,,[],people,person,0.0
340,,good,average,good,0,968846,0,,awesome,5,1803,No Comments,05/18/2003,3.0,3.0,,5,,5.0,5.0,1,,1053256401000,,580,,,,[],people,people,0.0
341,,average,good,average,0,960469,0,,poor,2,1803,No Comments,05/14/2003,4.0,4.0,,2,,2.0,2.0,1,,1052945700000,,580,,,,[],people,people,0.0
342,,poor,good,poor,0,823375,0,,awful,1,1803,No Comments,04/11/2003,5.0,5.0,,1,,1.0,1.0,1,,1050076521000,,580,,,,[],people,people,0.0
343,,good,average,good,0,778137,0,,good,4,MATH,No Comments,04/02/2003,3.0,3.0,,4,,4.0,4.0,1,,1049306363000,,580,,,,[],people,people,0.0
344,,good,average,good,0,677881,0,,awesome,5,1801A2A,No Comments,03/05/2003,3.0,3.0,,5,,5.0,5.0,1,,1046908743000,,580,,,,[],people,people,0.0
345,,good,average,good,0,656503,0,,awesome,5,1803,"Wonderful teacher. Funny, and translates the cryptic book into plain english that even us non-math majors can understand easily.",02/28/2003,3.0,3.0,,5,,5.0,5.0,1,,1046474181000,,580,,,,[],people,people,0.29380952380952385
346,,good,average,good,1,653292,0,,awesome,5,1803,"i've had him three times, he rules!",02/28/2003,3.0,3.0,,5,,5.0,5.0,1,,1046452712000,,580,,,,[],people,person,0.0
347,,good,average,good,0,617954,0,,awesome,5,1803,No Comments,02/22/2003,3.0,3.0,,5,,5.0,5.0,1,,1045958236000,,580,,,,[],people,people,0.0
348,,good,poor,good,0,615479,1,,awesome,5,1803,No Comments,02/22/2003,1.0,1.0,,5,,5.0,5.0,1,,1045912783000,,580,,,,[],person,people,0.0
349,,good,good,good,0,615387,0,,awesome,5,18100A,No Comments,02/22/2003,4.0,4.0,,4,,4.5,4.5,1,,1045909894000,,580,,,,[],people,people,0.0
350,,good,good,good,0,564551,0,,awesome,5,1803,No Comments,02/14/2003,5.0,5.0,,5,,5.0,5.0,1,,1045196011000,,580,,,,[],people,people,0.0
351,,good,good,good,0,555819,0,,good,5,1803,No Comments,02/11/2003,4.0,4.0,,3,,4.0,4.0,1,,1044929804000,,580,,,,[],people,people,0.0
352,Mandatory,good,good,good,0,26201626,0,,good,4,TENNI101,Great Professor but for a student that dont like sports you Wont Enjoy much . But compare to others Professors is The Unique way to like some sports . You have to Work hard,03/29/2016,4.0,4.0,,4,,4.0,4.0,1,No,1459293961000,,580,Yes,,B-,"['Tough grader', 'Gives good feedback']",people,people,0.2966666666666667
353,,good,average,good,0,15375929,0,,awesome,5,TENNI101,No Comments,01/15/2009,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1231978158000,,580,,,,[],people,people,0.0
354,,good,average,good,0,23662678,0,,awesome,5,BIO380L,If every college professor were like Dr. Wurch the world would be a better place.  Most professors do not actually do their job as professors they just spew their knowledge for students to recite at a later date.  Dr. Wurch actually does his job to help students actively learn. Always willing to help and clarify any questions. Clear on expectations,10/16/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,No,1413474946000,,580,Yes,,,"['Respected', 'Inspirational', 'Gives good feedback']",people,people,0.15208333333333335
355,,good,good,good,0,15857895,0,,awesome,5,BIOA,Soooo good!! Loved the class and the recitations were the HIGHLIGHT of my week,05/18/2009,4.0,4.0,,5,It's my life,5.0,5.0,1,No,1242638018000,,580,,,,[],people,people,0.85
356,,good,good,good,0,15451651,0,,awesome,5,BIOA,Louie is GREAT!! Literally the greatest TA of all time.,02/09/2009,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1234194628000,,580,,,,[],people,people,1.0
357,,poor,poor,poor,2,19390811,0,,awful,1,SIX6004,"Obviously, like any MIT professor, he 'knows his stuff', he teaches at the top technical institute in the world. Here's a more helpful comment: don't expect to understand what he talks about in lecture unless you've had ample prior exposure to computation systems (i.e., not just building a computer and being a 1337 h4ck3r). You'll have work a lot.",12/05/2011,1.0,1.0,,1,It's my life,1.0,1.0,1,No,1323127346000,,580,,,,[],people,people,0.2
358,,average,average,average,0,11001929,1,,good,3,6004,Fun class! Take it. Do it!,11/29/2005,3.0,3.0,,4,Really into it,3.5,3.5,1,,1133253160000,,580,,,,[],person,people,0.46875
359,,average,good,average,1,3151476,0,,average,3,6004,"Very intelligent. Sort of arrogant, but he knows his material very well.",01/04/2005,4.0,4.0,,3,Really into it,3.0,3.0,1,,1104806184000,,580,,,,[],people,person,0.6
360,,good,average,good,0,653304,1,,good,4,6004,No Comments,02/28/2003,2.0,2.0,,4,,4.0,4.0,1,,1046452811000,,580,,,,[],person,people,0.0
361,,good,average,good,4,16938720,0,,awesome,5,RHETO21W7,Very smart caring teacher.,04/01/2010,3.0,3.0,,5,Sorta interested,5.0,5.0,1,Yes,1270137455000,,580,,,,[],people,people,0.2785714285714286
362,,poor,poor,poor,0,15369349,4,,awful,1,WRIT7471,He manages to make everything boring.  By day 3 everyone had brought a laptop to play games.  At least he doesn't expect you to listen to him in class.  21W.747.1 F2008,01/13/2009,1.0,1.0,,1,Really into it,1.0,1.0,1,No,1231884815000,,580,,,,[],people,people,-0.65
363,Not Mandatory,good,good,good,1,30641702,0,online,awesome,5,GFA6849,I am a student who always ends up listening to his lectures when I start studying for my class quiz or when I have to do my assignment. Amazing lectures. Always awed by the way he drives the class.,11/01/2018,4.0,4.0,,5,,5.0,5.0,1,Yes,1541068847000,Yes,580,Yes,,,['Amazing lectures'],people,person,0.6000000000000001
364,,good,average,good,5,21092499,0,,awesome,4,GFA6849,"ERIK DEMAINE IS FANTASTIC!  I want to be him when I grow up.  Fascinating research and a really engaging lecture.  I would take any of his classes, even if they're not in my department (18).",12/16/2012,3.0,3.0,,5,It's my life,4.5,4.5,1,No,1355692058000,,580,,,,[],people,people,0.5333333333333333
365,Not Mandatory,good,average,good,0,27916759,0,,awesome,5,PSYC900,"I followed his introductory psychology lectures on YouTube because I was not entirely pleased with the professors at my own university for the same type of course and I felt overwhelmed. Gabrieli made it fun and easy to follow, lots of relevant examples - it is very clear he knows what he is talking about. Look them up on YouTube, worth it!",03/17/2017,3.0,3.0,,5,,5.0,5.0,1,No,1489757913000,Yes,580,,,A+,"['Inspirational', 'Respected', 'Amazing lectures']",people,people,0.2485416666666667
366,,good,average,good,0,20422922,0,,awesome,5,PSYC900,"I'm not an M.I.T. student. I watched the lecture series to introduction to Psychology out of interest. Proff Gabrieli is very funny and enthusiastic. You can tell he loves what he does. Gives lots of examples, great guy, a must take.",06/18/2012,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1340061745000,,580,,,,[],people,people,0.5750000000000001
367,,good,poor,good,0,16338852,0,,awesome,5,PSYCH900,Really great!,11/09/2009,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1257800321000,,580,,,,[],people,people,1.0
368,Not Mandatory,good,good,good,0,28707835,0,online,awesome,5,5.60,He gives amazing intuitions. A very good teacher overall.,10/01/2017,4.0,4.0,,5,,5.0,5.0,1,No,1506886235000,Yes,580,No,,,"['Amazing lectures', 'Respected', 'Lecture heavy']",people,people,0.5033333333333333
369,Mandatory,good,average,good,3,27980140,0,,awesome,5,CHE560,This Professor is an Excellent Profesor for Thermodynamics in Chemistry . He teach you a lot and the exams are no difficult. Is a nice person and have great teach skills. I found the material of the class very interesting if you like to study .,04/01/2017,2.0,2.0,,5,,5.0,5.0,1,No,1491086874000,Yes,580,Yes,,A+,"['Inspirational', 'Respected', 'Amazing lectures']",people,people,0.66
370,,good,average,good,0,11406771,3,,awesome,5,560,"The material is boring, but he's really good and he follows his lecture notes",01/23/2006,2.0,2.0,,4,Sorta interested,4.5,4.5,1,,1138040916000,,580,,,,[],people,people,-0.15000000000000002
371,,good,average,good,0,3856550,0,,good,4,560,Very clear lectures.  He followed the standard 5.60 notes very closely.,05/13/2005,3.0,3.0,,4,Sorta interested,4.0,4.0,1,,1116022566000,,580,,,,[],people,people,0.11000000000000003
372,,good,average,good,0,1056825,0,,good,5,560,"boring class, but prof was fun",07/20/2003,3.0,3.0,,3,,4.0,4.0,1,,1058709620000,,580,,,,[],people,people,-0.35
373,,average,average,average,0,761706,0,,average,3,560,Made a boring class slightly more boring.  Poor guy had nothing to work with.,03/29/2003,2.0,2.0,,3,,3.0,3.0,1,,1048968395000,,580,,,,[],people,people,-0.475
374,,poor,average,average,0,627965,0,,poor,1,560,"Good lecture notes, terrible lecture!",02/25/2003,3.0,3.0,,3,,2.0,2.0,1,,1046150775000,,580,,,,[],people,people,-0.15000000000000002
375,,good,good,good,1,24892549,0,,awesome,5,CMS610,"Although not technically a programming class, learning  Agile variants and how to apply McConnell metrics while team coding in Unity made it one of the most useful coding classes I have taken.  Professor is always there for students and committed to our learning. This was an awesome class--just sorry it had to end. ",05/23/2015,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1432390592000,,580,Yes,,,"['Inspirational', 'Respected', 'Participation matters']",people,person,0.3
376,,good,good,good,0,24865702,0,,awesome,5,CMS610,Amazing class. Professor is famous but never shows it. Many other game luminaries who are his friends did guest lectures. Learned more in this one course than almost all others. Take it. ,05/19/2015,4.0,4.0,,5,Sorta interested,5.0,5.0,1,Yes,1432026079000,Yes,580,Yes,,,"['Amazing lectures', 'Inspirational']",people,people,0.2625
377,,good,good,good,0,24865673,0,,good,4,CMS922,This course should be a core requirement for two terms. Loved the ride. Loved the burn. Loved the course.,05/19/2015,4.0,4.0,,4,Really into it,4.0,4.0,1,Yes,1432024962000,,580,Yes,,,"['Inspirational', 'Gives good feedback', 'Participation matters']",people,people,0.6999999999999998
378,,good,good,good,0,24865656,0,,awesome,5,CMS610,"Great class, but be prepared to work for every one of those twelve credits. Professor said it was a ""Boot Camp"". He wasn't kidding. But I would take it again because there was so much stuff that I couldn't absorb it all the first time. One of my best classes in four years.  Should be required for programmers.",05/19/2015,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1432023766000,Yes,580,Yes,,,"['Respected', 'Participation matters']",people,people,0.5625
379,,good,average,good,0,24863298,0,,awesome,5,CMS610,Simply a fantastic experience. Never worked so hard! But really loved the way the class evolved and the things we learned. Will never forget the lessons.,05/18/2015,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1431986211000,Yes,580,Yes,,,"['Respected', 'Amazing lectures']",people,people,0.24513888888888888
380,,good,good,good,0,24859047,0,,awesome,5,CMS610,One of the best lecturers I have had in four years at MIT. I appreciate the environment the Professor establishes with the students where each one is individually responsible for his or her own progress. It conveys a great deal of trust in his students and simulates real world expectations. A masterful teacher and a unique classroom experience.,05/18/2015,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1431955669000,Yes,580,Yes,,,"['Amazing lectures', 'Inspirational']",people,people,0.5964285714285714
381,,good,average,good,1,24858940,0,,awesome,5,CMS610,"As a female engineering major, I cannot think of a more genuinely supportive teacher. The Prof made sure I knew the theory and then told me to take chances and understand my own power to change the team's destiny. I learned so much I want to take the class again.  My top class at MIT. ",05/18/2015,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1431954979000,,580,Yes,,,"['Respected', 'Inspirational', 'Amazing lectures']",people,person,0.35781250000000003
382,,good,good,good,0,24821944,0,,awesome,5,CMS610,"A previous student recommended I take the class. The Professor said that he hoped each student would remember at least one thing from the class long after we graduated. Well, I am graduating next month and have a  list of things I will remember. The class is a standout and should be a Course 6 requirement.  Weaver rocks!",05/13/2015,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1431538447000,Yes,580,Yes,,,"['Inspirational', 'Amazing lectures']",people,people,-0.12916666666666668
383,Not Mandatory,good,average,good,0,23368229,0,,awesome,5,CMS610,Came in not knowing what to expect. Came out knowing more about development techniques and thought process than any other class!  Worked hard but in the end it was well worth the effort. Recommend without hesitation--so long as you are prepared to do the work.,06/12/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,Yes,1402601636000,,580,,,,[],people,people,0.06041666666666666
384,Not Mandatory,good,average,good,0,23343865,0,,awesome,5,CMS610,"Learned more about team development here than any other class. Professor is no nonsense. Lectures sometimes got long, but the information was there. Sometimes almost too much information to digest at one time. But it all came together toward the end. All the info tied into what we would need to complete assignments. Tough but very rewarding class.",06/04/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,Yes,1401865029000,,580,,,,[],people,people,0.12658730158730158
385,Not Mandatory,good,good,good,0,23294513,0,,awesome,4,CMS610,"This was hands down the best class I have taken in four years at MIT. If you get a chance, take it, do it. You will be amazed at how much the Prof. knows about every facet of the industry and how good he is at teaching his ""craft"". I wish I had taken it as a freshman! Learned a ton!",05/21/2014,4.0,4.0,,5,Sorta interested,4.5,4.5,1,Yes,1400702893000,,580,,,A-,[],people,people,0.5111111111111111
386,,good,good,good,0,19899942,0,,awesome,5,CMS922,"Will update but am enjoying the class. The Prof's stories and depth of experience are amazing. The lab is a bit daunting, but he says he won't let us crash and burn...but he is definitely one to let you explore how far you can get on your own. I am working my ass off but having a good time. This is definitely a ""Master Class"".",03/11/2012,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1331481360000,,580,,,,[],people,people,0.35714285714285715
387,,good,good,good,0,19870690,0,,awesome,4,CMS922,"Surprisingly witty dude. Really tells it like it is. Knows his stuff on every level but really good about taking questions and giving thoughtful answers. I came away with an amazing amount of information, and some practical experience because of the lab component. You'll do a lot of work. But the guys a rock star so what do you want?",03/01/2012,5.0,5.0,,5,Sorta interested,4.5,4.5,1,Yes,1330625729000,,580,,,,[],people,people,0.48
388,,good,good,good,0,18913378,0,,awesome,4,CMS610,Weaver founded Bethesda Softworks. Great depth of industry and technical knowledge. Loves teaching and it shows. Makes himself available and is a wonderful mentor. One of my most memorable classes at MIT.,08/13/2011,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1313254484000,,580,,,,[],people,people,0.5333333333333333
389,,good,good,good,0,18913366,0,,awesome,4,CMS610,Knows his stuff! Excellent lectures. Have to do a lot of work but well worth it. Learned a ton.,08/13/2011,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1313254099000,,580,,,,[],people,people,0.65
390,,poor,good,poor,0,18754341,0,,poor,1,BIO014,She cannot teach at all!! Uses only slides and doesn explain anything clearly.POOR!,06/22/2011,4.0,4.0,,2,Meh,1.5,1.5,1,No,1308704603000,,580,,,,[],people,people,0.0
391,,good,good,good,0,14014935,1,,awesome,5,BIOSECT,She was very excited about biology. She even got me interested.,01/17/2008,4.0,4.0,,5,Low,5.0,5.0,1,No,1200587934000,,580,,,,[],person,people,0.36875
392,,poor,good,poor,0,13524943,0,,awful,1,BIO1902,"She sucks.  She talks too softly and incomprehensibly, goes too fast, and does not explain things thoroughly.  If you defined what a good teacher is, she would be the exact opposite of that definition.",10/13/2007,5.0,5.0,,1,It's my life,1.0,1.0,1,Yes,1192299607000,,580,,,,[],people,people,0.15833333333333333
393,,good,average,good,0,11480879,0,,awesome,5,BIO101,No Comments,02/13/2006,3.0,3.0,,5,Meh,5.0,5.0,1,,1139851688000,,580,,,,[],people,people,0.0
394,,good,average,good,0,2726895,0,,awesome,5,7013,"she was pretty cool, in all sense of the word.  not great, but definitely cool.",11/13/2004,2.0,2.0,,5,It's my life,5.0,5.0,1,,1100355593000,,580,,,,[],people,people,0.13749999999999998
395,Mandatory,good,good,good,0,28082771,9,,awesome,5,15.399000000000001,great startups to work with,04/19/2017,4.0,4.0,,5,,5.0,5.0,1,No,1492635041000,Yes,580,Yes,,Not sure yet,"['Inspirational', 'Gives good feedback', 'Participation matters']",people,people,0.8
396,Mandatory,good,average,good,0,23270920,0,,awesome,5,15399.0,good startups in the class,05/17/2014,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1400360060000,,580,,,A-,[],people,people,0.7
397,Mandatory,good,good,good,0,23067175,0,,awesome,5,15399.0,Useful class,04/20/2014,5.0,5.0,,4,Really into it,4.5,4.5,1,Yes,1398034452000,,580,,,A-,[],people,people,0.3
398,Mandatory,good,good,good,0,22872319,0,,awesome,5,15399.0,Wonderful class!,02/27/2014,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1393502402000,,580,,,A+,[],people,people,1.0
399,Mandatory,average,average,average,5,26369936,0,,good,3,ECON1432,Econ 14.32 Econometrics with this Professor is a smart choice.  You learn a lot. He is one of The Biggest Names and very respected for The Economics Department. I recomend instead taking Econ 14.30 Statistical Methods in Economics take better Math 18.440 Probability and Random Variables and Math 18.443 Statistics both are more strong Courses .,04/25/2016,3.0,3.0,,4,,3.5,3.5,1,Yes,1461580657000,,580,Yes,,A+,"['Respected', 'Inspirational']",people,people,0.22460317460317458
400,Mandatory,average,good,average,4,26330247,1,,average,2,ECON1432,Professor Daron Acemoglu is one of The most cited Economics on The world. He is a great Professor but is very challenging. If you love Statistics dont have very Big Problems to Pass. The Exams are though but If you Study and have passion for one of The most important Courses in Economics Take it with him . This course depends so much from 14.30,04/19/2016,4.0,4.0,,3,,2.5,2.5,1,No,1461087428000,,580,Yes,,B+,"['Tough grader', 'Respected']",person,people,0.44375000000000003
401,Mandatory,average,good,average,4,26303838,2,,average,3,ECON1432,Econ 14.32 Econometrics is one of The Best Courses that i took at Massachussetts Institute of Technology. Professor Daron Acemoglu madres The Econometrics understandable but you need a great Foundations in Econ 14.30 Statistical Methods in Economics. The Class is interesting and is not The worst If you compare it with Econ 14.126 Game Theory.,04/15/2016,4.0,4.0,,3,,3.0,3.0,1,Yes,1460715119000,,580,Yes,,B,"['Tough grader', 'Amazing lectures']",people,people,0.17999999999999997
402,Mandatory,average,good,average,3,26226423,3,,poor,2,ECON1432,Econ 14.32 Econometrics with The Professor Daron Acemoglu Is not The Worst Experience but he Is Better than Joshua Angrist . Is difficult to understand Its language . The explanations of The material Is confusing. Econometrics Is not Mathematical Economics Is Based more in Statistics. I Like The Course but was so difficult The Language barrier.,04/04/2016,4.0,4.0,,2,,2.0,2.0,1,Yes,1459773771000,,580,Yes,,C,"['Lots of homework', 'Tough grader']",people,people,-0.18571428571428572
403,,good,good,average,2,21844736,3,,good,5,14773,great teacher and academic,05/30/2013,5.0,5.0,,2,Really into it,3.5,3.5,1,Yes,1369920120000,,580,,,,[],people,people,0.4
404,,good,poor,good,0,20895895,0,,awesome,4,LIT430,"He's a really awesome professor and usually teaches 21L.434 or 430. His classes usually only have two 5 page papers, and the class is mostly reading novels.  The class is always interesting and fun.  If you aren't talkative, he'll just continue talking, but if you want to interrupt and say something, he likes that too.  AWESOME PROFESSOR!",11/27/2012,1.0,1.0,,5,It's my life,4.5,4.5,1,Yes,1354036975000,,580,,,,[],people,people,0.43571428571428567
405,Not Mandatory,good,good,good,0,28892750,0,,awesome,5,ME347,The Greatest,11/14/2017,4.0,4.0,,5,,5.0,5.0,1,Yes,1510660167000,Yes,580,Yes,,A+,"['Respected', 'Caring', 'Inspirational']",people,people,1.0
406,Mandatory,good,good,good,0,25065320,0,,good,5,ME347,Knows his stuff.,07/24/2015,4.0,4.0,,3,Really into it,4.0,4.0,1,Yes,1437775820000,,580,Yes,,A,"['Respected', 'Get ready to read', 'Lots of homework']",people,people,0.0
407,,good,good,good,0,20482412,0,,awesome,4,HLTH100,GREAT PROFESSOR,07/11/2012,5.0,5.0,,5,It's my life,4.5,4.5,1,Yes,1341973105000,,580,,,,[],people,people,0.8
408,Not Mandatory,good,good,good,0,26369769,0,,awesome,5,CS6172,Leiserson and this class are perfect examples of what makes MIT so great.,04/25/2016,4.0,4.0,,5,,5.0,5.0,1,No,1461579493000,Yes,580,Yes,,B,"['Amazing lectures', 'Inspirational']",people,people,0.9
409,Mandatory,good,good,good,2,22929124,0,,awesome,5,SMA5503,One of the best in the world in the algorithms field and also extremely precise and concise. A+,03/20/2014,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1395321329000,,580,,,A+,[],people,people,0.5
410,,good,average,good,0,20190834,0,,awesome,5,HI301,Amazing professor!!!! The class was a lot of reading but really interesting. He's clearly passionate about the subject. Lecture is interesting and textbook wasn't really necessary as long as you went to lecture. Recitations focus on literature. Really great professor!!,05/03/2012,3.0,3.0,,5,It's my life,5.0,5.0,1,Yes,1336074378000,,580,,,,[],people,people,0.3416666666666667
411,Mandatory,good,good,good,0,30260586,0,,good,4,2.0069999999999997,"Attendance wasn't taken, but pop quizzes given. Lots of early homework, but the professor is caring and passionate",06/13/2018,4.0,4.0,,4,,4.0,4.0,1,No,1528893477000,Yes,580,Yes,,B+,"['Beware of pop quizzes', 'Lots of homework', 'Caring']",people,people,0.025
412,,good,average,good,0,19756813,0,,awesome,5,ESAA,"Liz is probably the most inspiring TA I've ever had. I won't ever stop thinking about problems in terms of conservation of energy! She was always smiling and her stories made learning the material exciting. Sometimes she said she didn't understand something, but then she just made it exciting to figure out together.",01/22/2012,3.0,3.0,,5,It's my life,5.0,5.0,1,No,1327192181000,,580,,,,[],people,people,0.43125
413,Mandatory,good,good,good,1,26840426,0,,good,4,FIN154331,"Taking Advanced Corporate Finance with the professor that contributed to Black-Scholes-Merton Fórmula was a great experience . The clases is difficult but you understand Advanced Topics of Coporate Finance Well , because the Great feedback . He is the most respected Proffesor at MIT Sloan School of Management. Prepare to Work very hard .",07/28/2016,4.0,4.0,,4,,4.0,4.0,1,Yes,1469688623000,Yes,580,Yes,,C+,"['Gives good feedback', 'Amazing lectures']",people,person,0.2526041666666667
414,Mandatory,average,good,average,1,26232486,1,,average,2,FIN15412,Professor Robert C. Merton from Finance Group at MIT Is a Finance genius but difficult to understand. He Explain Very Hard concepts and The Exams are so difficult. You have to dont slip The Class and buy The book.,04/05/2016,4.0,4.0,,3,,2.5,2.5,1,Yes,1459852265000,,580,Yes,,C-,"['So many papers', 'Tough grader']",person,person,-0.4597222222222222
415,,good,average,good,0,19524776,0,,awesome,5,CALC02,I took McKernan's 18.02.  I loved it.  I think that he is a great professor and teaches the material very well.  He gave examples and was able to teach the concepts.  He does a very clear and good job of teaching.,12/15/2011,3.0,3.0,,4,It's my life,4.5,4.5,1,No,1323962044000,,580,,,,[],people,people,0.505
416,Mandatory,good,average,good,0,27800036,0,,awesome,5,MATH1802,"He is a very solid Mathematician, he really has the highest regards for his students and the subject matter at Hand. You must take this guy.",02/02/2017,3.0,3.0,,5,,5.0,5.0,1,Yes,1486062575000,Yes,580,Yes,,,"['Inspirational', 'Amazing lectures', 'Respected']",people,people,0.011111111111111118
417,Mandatory,good,average,good,0,27036558,0,,awesome,5,MATH1802,Amazing Lectures and caring.,10/13/2016,3.0,3.0,,5,,5.0,5.0,1,Yes,1476387671000,Yes,580,Yes,,,"['Gives good feedback', 'Accessible outside class', 'Respected']",people,people,0.6000000000000001
418,,good,good,good,0,22202105,0,,good,4,M102,great professor.  interesting and told great stories,10/22/2013,5.0,5.0,,4,It's my life,4.0,4.0,1,Yes,1382454074000,,580,,,,[],people,people,0.7000000000000001
419,,good,average,good,0,19888995,0,,awesome,5,MATH1802,Dr Selig is very clear and well organized. I would recommend him in a moment,03/07/2012,2.0,2.0,,5,Sorta interested,5.0,5.0,1,Yes,1331141131000,,580,,,,[],people,people,0.13000000000000003
420,,good,average,good,0,19834898,0,,awesome,5,XIIA,Good Teacher,02/17/2012,2.0,2.0,,5,Sorta interested,5.0,5.0,1,No,1329448981000,,580,,,,[],people,people,0.7
421,,good,average,good,0,21416424,0,,awesome,5,CHEM091,Prof. Cima is quite approachable so it's easy to get help when a few concepts are unclear. He definitely makes Chemistry fun by making the class engaging.,03/16/2013,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1363433468000,,580,,,,[],people,people,0.18666666666666668
422,,good,good,average,2,19524719,0,,good,4,CHEM091,"He is a pretty good teacher.  His class (3.091) is very interesting when he enjoys what he is talking about. If he isn't too interested in the subject, you can usually tell because the lectures are not as entertaining.  He is a good professor nevertheless.",12/15/2011,4.0,4.0,,3,Sorta interested,3.5,3.5,1,Yes,1323961906000,,580,,,,[],people,people,0.32916666666666666
423,,good,poor,good,1,23955046,0,,awesome,5,6875,Awesome!,12/04/2014,1.0,1.0,,5,It's my life,5.0,5.0,1,No,1417733582000,,580,Yes,,,[],people,person,1.0
424,,good,good,good,0,19637967,0,,awesome,5,SYNT902,"Great syntax course, very engaging. She is funny, extremely knowledgeable, energetic, eager to help and interested in making sure you understand the material - rather than in tricking you into lower grades. Intellectually very challenging though, so one must to be able to keep up with her pace. Highly recommended if you are into syntax.",12/29/2011,4.0,4.0,,5,Meh,5.0,5.0,1,No,1325163161000,,580,,,,[],people,people,0.40049999999999997
425,,good,good,good,0,19073653,0,,awesome,4,CHEM067,Very engaging; knows what he is talking about.,10/14/2011,4.0,4.0,,5,Really into it,4.5,4.5,1,Yes,1318632604000,,580,,,,[],people,people,0.52
