,attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping,sentiment
160,Mandatory,good,good,good,0,24854587,0,,awesome,5,SOCI380,"Werth is one of those incredibly intelligent professors who also happens to know how to impart his knowledge on his students. He is very helpful outside of class - responds quickly to emails, always willing to squeeze you into his very popular office hours, genuinely interested in what you want to knowask.",05/17/2015,4.0,4.0,,5,Really into it,5.0,5.0,1,Yes,1431906818000,,799,Yes,,A,[],people,people,0.37333333333333335
161,,good,good,good,0,21172539,0,,awesome,5,CRIM321,"Great class, and great professor. One of my favorites. Period. There was a lot of reading and work, so don't fall behind. But class was great. Prof knows his stuff, and is nice also. Approachable. He encourages participation, almost socratic style. One of my favorite college classes.",12/27/2012,4.0,4.0,,5,Really into it,5.0,5.0,1,No,1356568724000,,799,,,,[],people,people,0.5166666666666667
162,,good,poor,good,2,22485144,1,online,awesome,5,CSPYTH,"Great, fun, capable professor. One of the best.",12/09/2013,1.0,1.0,,5,Really into it,5.0,5.0,1,No,1386629987000,,799,No,,,[],person,people,0.575
163,,good,poor,good,3,21908658,0,online,awesome,5,COURSERA,Great professor! Loved the classes and the jokes too.,06/20/2013,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1371702650000,,799,No,,,[],people,people,0.85
164,,good,average,good,0,25504105,0,,awesome,5,BUSI310,One of the best professors at all of Rice!,11/30/2015,3.0,3.0,,5,It's my life,5.0,5.0,1,No,1448893190000,,799,Yes,,,"['Inspirational', 'Amazing lectures', 'Respected']",people,people,1.0
165,,good,average,good,0,21507750,0,,good,4,BUSI310,"Great professor, awesome class!",04/09/2013,3.0,3.0,,4,Sorta interested,4.0,4.0,1,No,1365522968000,,799,,,,[],people,people,0.9
166,,average,average,average,0,21507715,0,,poor,2,BUSI471,"I like her a lot as a person: really cute and nice and friendly. However, I didn't think her class was very helpful. Slides were disorganized and the projects seemed unrelated to the course. However, the projects were really fun!",04/09/2013,2.0,2.0,,2,It's my life,2.0,2.0,1,No,1365522669000,,799,,,,[],people,people,0.41
167,,good,good,average,0,21291697,0,,average,4,PHYS480,"Although he tried to do a good job in class, he still made students felt frustrated. Also, he is very impatient and insincere in the office hour about student's questions.",01/24/2013,5.0,5.0,,1,Low,2.5,2.5,1,No,1359028387000,,799,,,,[],people,people,-0.08666666666666667
168,Mandatory,good,good,good,0,26743142,0,,awesome,5,ECON205,Best teacher Ive ever had,06/20/2016,4.0,4.0,,5,,5.0,5.0,1,No,1466464041000,Yes,799,Yes,,A,"['Respected', 'Inspirational', 'Caring']",people,people,1.0
169,,good,good,good,0,22115173,0,,awesome,5,ECON205,I love this class. Very nice teacher. He made this class funny. I would recommend to take him!,09/10/2013,4.0,4.0,,5,Sorta interested,5.0,5.0,1,No,1378847596000,,799,,,,[],people,people,0.5308333333333334
170,,average,good,average,1,20917568,0,,poor,2,CHEM211,"He gave hard tests. However, my biggest complaint is that he went on tangents instead of teaching o-chem. To make matters worse, he tested on the tangents. One test question asked about the 2010 nobel prize. Also, the quizzes took time away from practicing the problems in the book; the problems in the book provided more benefit than the quizzes.",11/29/2012,5.0,5.0,,2,Sorta interested,2.0,2.0,1,Yes,1354230457000,,799,,,,[],people,person,-0.12291666666666667
171,,poor,good,poor,1,16200013,0,,awful,1,CHEM215,"Not a good prof...teaches orgo straight from the book and if you don't understand it there, you're screwed.",09/22/2009,5.0,5.0,,1,Meh,1.0,1.0,1,Yes,1253637326000,,799,,,,[],people,person,-0.07499999999999998
172,,average,good,average,1,14956836,0,,poor,2,CHEM211,"He's interesting to listen to, but gives uber-hard tests.",11/07/2008,5.0,5.0,,2,Sorta interested,2.0,2.0,1,Yes,1226084562000,,799,,,,[],people,person,0.5
173,,average,good,average,0,3951513,0,,poor,2,CHEM211,"Annoying, arrogant, and generally not fun to be around.",06/01/2005,5.0,5.0,,2,Meh,2.0,2.0,1,,1117666182000,,799,,,,[],people,people,-0.47500000000000003
174,,good,good,good,1,2830905,0,,awesome,5,CHEM251,"Excellent teacher.He knows Chemistry and he really cares about the students;he even has students over at his house for lunch EVERY Sunday.A difficult but worthwhile class.He's opinionated,but it's clear that he's not trying to force his opinions on to others but comically inform them of his own.",11/24/2004,4.0,4.0,,5,It's my life,5.0,5.0,3,,1101306088000,,799,,,,[],people,person,0.34285714285714286
175,,average,good,average,1,2578810,0,,average,3,CHEM213,"Good teacher.  Very biased, very arrogant, but knows the material and expects you to know it just as well.  So if you're up for a challenge, he's the one to take.  If you don't like Organic, take someone else's class because you will suffer in his.",10/22/2004,5.0,5.0,,3,It's my life,3.0,3.0,1,,1098407679000,,799,,,,[],people,person,0.36666666666666664
176,,good,good,good,0,2424191,0,,awesome,5,CHEM251,"Dr. Tour is an extremely good teacher.  However he expects you to learn your material.  He will often throw questions on the test that require a person to apply their knowledge, rather than regurgitate it.",08/27/2004,4.0,4.0,,4,,4.5,4.5,1,,1093568251000,,799,,,,[],people,people,0.7
177,,average,average,average,0,1774101,0,,average,3,CHEM212,No Comments,03/03/2004,2.0,2.0,,3,,3.0,3.0,1,,1078356951000,,799,,,,[],people,people,0.0
178,,good,good,good,0,1415128,0,,awesome,5,CHEM212,A memorable course indeed -- an orgo class that requires students to think about real-world issues!  This prof certainly is passionate about two things -- GOD and orgo...,12/01/2003,4.0,4.0,,4,,4.5,4.5,1,,1070308393000,,799,,,,[],people,people,0.2875
179,,good,good,average,0,1142578,0,,average,4,CHEM212,"The material on the exams are not based on understanding, but on stupid memorization.  He also injects his political and religious views into a chemistry class--no small feat.  He is extremely arrogant.",09/19/2003,5.0,5.0,,1,,2.5,2.5,1,,1064002508000,,799,,,,[],people,people,-0.23499999999999996
180,,poor,good,poor,0,1135582,0,,awful,1,CHEM211,He sucks. He puts his religious beliefs on his test and just sucks a lot.,09/15/2003,5.0,5.0,,1,,1.0,1.0,3,,1063660636000,,799,,,,[],people,people,-0.19999999999999998
181,,poor,good,poor,0,881307,0,,poor,1,CHEM212,Dr. Tour frequently inserts his personal political beliefs into the course. He is unforgiving and does not like most students.,04/24/2003,5.0,5.0,,2,,1.5,1.5,1,,1051216615000,,799,,,,[],people,people,0.15
182,,poor,good,poor,0,799816,0,,awful,1,CHEM,No Comments,04/07/2003,5.0,5.0,,1,,1.0,1.0,1,,1049738242000,,799,,,,[],people,people,0.0
183,,good,good,good,2,21937733,0,,good,4,MICROECONOMICS,"Dr. Gilbert had a tendency to focus too much on the mathmatical models without a complete explanation of the equations themselves.  Only one or two students understood his mathematical explanations without additional study.  Fortunately, he disliked failing students like some other professors.",07/01/2013,5.0,5.0,,4,Low,4.0,4.0,1,Yes,1372693421000,,799,,,,[],people,people,-0.004166666666666661
184,Mandatory,good,average,good,4,22728043,0,,awesome,5,ENGL175,"the reading was really good, and the professor was clever and charismatic! the depth of his knowledge is incredible",01/09/2014,3.0,3.0,,5,Sorta interested,5.0,5.0,1,Yes,1389296918000,,799,,,,[],people,people,0.5979166666666667
185,,average,good,average,0,20917276,1,,average,3,BIOE385,"The course took up way too much time for a 1 credit class. The written work did not contribute to learning. She was too theoretical. The class organization was terrible; there are lab tests that are timed, and the resistors, capacitors, LEDs, etc are not given to the students. She was one of those professors that lives in an ivory tower.",11/29/2012,5.0,5.0,,3,Sorta interested,3.0,3.0,1,No,1354228544000,,799,,,,[],person,people,-0.26666666666666666
186,Not Mandatory,good,average,good,0,30790132,0,,good,4,MATH10120,A really funny guy. I hate math and he made me enjoy it- I wanted to do the HW and was always ready for tests because of his lectures. Attendance is not mandatory and he won't notice if you're not there. Lectures are helpful for understanding material but self-learning is very doable. Exams are nothing surprising or extremely hard (no surprises).,11/27/2018,2.0,2.0,,4,,4.0,4.0,1,Yes,1543318939000,Yes,799,Yes,,A,"['Hilarious', 'Amazing lectures']",people,people,0.09404761904761903
187,,good,good,good,0,20525915,0,,awesome,5,MATH212,"A hard grader, but very helpful and funny.  Lectures were clear and enthusiastic.  I don't really like math, but I did enjoy this class.",07/28/2012,4.0,4.0,,5,Low,5.0,5.0,1,Yes,1343518904000,,799,,,,[],people,people,0.20833333333333334
188,,good,average,good,0,22840865,1,,awesome,5,MGMT636,Lots of real life practical experiences from someone who has put it to use.  Would take another class of offered!,02/13/2014,3.0,3.0,,5,Really into it,5.0,5.0,3,Yes,1392323265000,,799,,,,[],person,people,0.25
189,Mandatory,good,poor,good,0,22840620,1,,awesome,4,MAN636,He had a clear passion for the topic and spoke with experience.  Eye opening topics,02/13/2014,1.0,1.0,,5,It's my life,4.5,4.5,3,Yes,1392316351000,,799,,,B+,[],person,people,0.10000000000000002
190,Not Mandatory,poor,poor,poor,11,22483987,0,,awful,1,MGMT636,"Very disappointed about the class. He was not clear about the final presentation and the deliverables did not add value to the class. Moreover, his class was quite boring; in fact in every class 20% of the students left after the break. Finally, he promised to bring speakers and to allow us work in groups every class, but none of that happened.",12/09/2013,1.0,1.0,,1,Really into it,1.0,1.0,1,No,1386625427000,,799,,,,[],people,people,-0.3375000000000001
191,,good,average,good,0,22473111,0,,awesome,5,MGMT636,Very passionate about teaching. More practical than theoretical. Recalls his personal experience as a successful entrepreneur to guide you through the right steps in marketing the launch of a new business. Excellent class if you want to start your own business.,12/08/2013,3.0,3.0,,4,Really into it,4.5,4.5,1,No,1386546467000,,799,,,,[],people,people,0.35634199134199135
192,,good,average,good,0,22452342,0,,awesome,4,MGMT636,Craig has a TON of real life experience that allows him to answer questions on a practical level rather than theoretical.,12/06/2013,3.0,3.0,,5,Really into it,4.5,4.5,1,No,1386316286000,,799,,,,[],people,people,0.1
193,,good,average,good,0,22441597,0,,awesome,4,MGMT636,Very passionate about the topic with a lot of practical knowledge.,12/05/2013,3.0,3.0,,5,It's my life,4.5,4.5,1,No,1386239527000,,799,,,,[],people,people,-0.065
194,,good,average,good,0,22440302,0,,awesome,5,MGMT636,"Craig is such a nice and personable professional that attracts everyone to class. He simply cares about his students and shares all he knows and is willing to help them out even outside the classroom. He is encouraging, knowledgeable, disciplined and provided clear guidance on his expectations and assignments and provided constructive feedback.",12/05/2013,3.0,3.0,,5,Really into it,5.0,5.0,1,No,1386210790000,,799,,,,[],people,people,0.15
195,Mandatory,average,average,average,0,22437589,0,,good,3,MGT636,Craig is very helpful and passionate about his teaching craft. He has excellent small business skill and does a great job relating his experience in the classroom.,12/04/2013,3.0,3.0,,4,Really into it,3.5,3.5,1,No,1386193267000,,799,,,A-,[],people,people,0.33999999999999997
196,Mandatory,good,average,good,0,22431672,0,,awesome,5,MGMT636001F1,Very nice and helpfull.,12/04/2013,2.0,2.0,,5,Really into it,5.0,5.0,1,No,1386163617000,,799,,,,[],people,people,0.78
197,Mandatory,good,good,good,0,22430401,0,,awesome,5,MARKETING,"I've had Craig as a guest speaker for another class and as a professor for this marketing class.  Both experiences were great.  Common complaints are that he leverages his own experience too much.  I'm ok with the fact that he does speak from personal experience, because it provides good context for what he is teaching; and he does teach well.",12/04/2013,4.0,4.0,,5,Really into it,5.0,5.0,1,No,1386156523000,,799,,,,[],people,people,0.3833333333333333
198,,good,good,good,0,22430356,0,,awesome,5,MGMT636,"Craig is a great instructor who is inspiring and energetic.  He provides ""real world"" experience to best empower his students to maximize their potential.  He is an asset to Rice University.",12/04/2013,4.0,4.0,,5,Sorta interested,5.0,5.0,1,No,1386156280000,,799,,,,[],people,people,0.5
199,,good,average,good,0,22430284,0,,awesome,5,MGM636,"Fantastic Professor!! Craig is energetic, enthusiastic, passionate about entrepreneurship and extremely knowlegeable about starting up businesses. He should write a book!",12/04/2013,3.0,3.0,,5,Really into it,5.0,5.0,1,Yes,1386155804000,,799,,,,[],people,people,0.25833333333333336
200,Mandatory,good,average,good,0,22429955,0,,awesome,4,MGMT636,"If you're looking to launch a small business, Craig has a wealth of knowledge that is extremely practical. This class was the stuff they don't usually teach you in business school: how to choose a name, start a website, track your progress, etc.",12/04/2013,3.0,3.0,,5,Really into it,4.5,4.5,1,No,1386152802000,,799,,,A-,[],people,people,-0.20833333333333334
201,,good,good,good,0,20825756,0,,awesome,4,MGMT636,"Mr. Ceccanti does a very good job bringing some clarity to the ever-changing world of online media.  For those - like me - who are challenged by technology's affect on business (and those that are not), you will get a lot from this class.",11/13/2012,4.0,4.0,,5,Sorta interested,4.5,4.5,1,Yes,1352819605000,,799,,,,[],people,people,0.9099999999999999
202,,good,good,good,0,20825669,0,,awesome,5,MGMT636,"Professor Ceccanti has a vast and in-depth knowledge for each topic he presents; his method of teaching represents his understanding, not only in the academic setting, but in practical application as well. He allows even a novice to grasp an idea and inspire more self-study and interest in the subject. I look forward to each of his classes!",11/13/2012,4.0,4.0,,5,Low,5.0,5.0,1,Yes,1352819082000,,799,,,,[],people,people,0.058333333333333334
203,,good,average,good,0,20723304,0,,awesome,5,MGMT636,Very passionate professor with tremendous practical knowledge of marketing and entrepreneurship.  Very refreshing to have a professor with real world experience.,10/22/2012,3.0,3.0,,5,Really into it,5.0,5.0,1,No,1350910535000,,799,,,,[],people,people,0.27958333333333335
204,,good,good,average,0,19995521,0,,good,4,MGMT502,"Tries to cram too much information into a short timeframe. He does not actively engage the class, evaluate his audience for absorbtion, or attempt to make it interesting. For such a dry subject, more effort is required to engage the students. Case studies, that are each worth 20% of your overall grade, are due before you are presented the material.",04/04/2012,5.0,5.0,,3,Sorta interested,3.5,3.5,1,Yes,1333533188000,,799,,,,[],people,people,0.09236111111111112
205,,good,poor,good,0,24287231,0,,awesome,5,FREN351,"DNC is the bomb! If you are looking for a professor that is kind and helpful regardless of your french-speaking background, look no further!",01/14/2015,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1421248684000,,799,Yes,,,"['Respected', 'Hilarious', 'Inspirational']",people,people,0.3
206,,good,average,good,1,21593247,0,,awesome,5,FRNCH411,DNC is great. She really cares about you and really takes it on herself to make sure you understand everything. Amazing person,04/24/2013,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1366798671000,,799,,,,[],people,person,0.45999999999999996
207,,good,average,good,1,11506024,0,,awesome,4,FREN351,DNC was a great prof...very approachable and always willing to help with whatever you needed.,02/22/2006,3.0,3.0,,5,It's my life,4.5,4.5,1,,1140568179000,,799,,,,[],people,person,0.525
208,Not Mandatory,average,poor,poor,0,3683357,1,,poor,2,FRENCH311,No Comments,04/21/2005,1.0,1.0,,1,It's my life,1.5,1.5,1,,1114120725000,,799,,,,[],person,people,0.0
209,,good,poor,good,1,757619,0,,awesome,5,FREN311,"Super nice, really helpful and really cares about the students.",03/28/2003,1.0,1.0,,5,,5.0,5.0,1,,1048863922000,,799,,,,[],people,person,0.3333333333333333
210,,average,good,average,0,31601497,0,,average,3,COMP182,"A lot of people call him funny, but when he makes the same joke over and over again about students failing the class, it gets pretty annoying. He's pretty good at teaching I guess, but the material is hard, so you still need a lot of studying. I personally thought he made the class too difficult and didn't leave us any time to have that study time.",04/16/2019,5.0,5.0,,3,,3.0,3.0,1,Yes,1555389412000,No,799,Yes,,,['Lots of homework'],people,people,-0.015740740740740753
211,Not Mandatory,good,average,good,0,28661510,0,,good,4,COMP571,"Good at simplifying things and giving concrete examples Asks questions similar to hw questions in the exam Hints questions (not covered in lectures) one week before the midterm and asks in the midterm exam Doesn't really have office hours, too busy Doesn't know how to pick good TAs Can cancel 6 classes in a semester Cares about attendance too much",09/06/2017,3.0,3.0,,4,,4.0,4.0,1,No,1504724002000,Yes,799,Yes,,A+,"['Participation matters', 'Lecture heavy', 'Lots of homework']",people,people,0.29285714285714287
212,Mandatory,good,good,good,0,25907136,0,,awesome,5,COMP182,I enjoyed his class very much.,01/09/2016,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1452310802000,,799,Yes,,B,"['Inspirational', ""Skip class? You won't pass."", 'Amazing lectures']",people,people,0.38
213,,good,good,good,0,24856915,0,,awesome,5,COMP182,"Awesome teacher. Hilarious, truly does try to help you learn and think like a computer scientist.",05/18/2015,4.0,4.0,,5,It's my life,5.0,5.0,1,Yes,1431934018000,,799,Yes,,,"['Hilarious', 'Lots of homework', 'Respected']",people,people,0.75
214,Mandatory,good,good,good,1,24723805,0,,awesome,5,COMP182,Excellent. ,05/02/2015,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1430603143000,,799,Yes,,,"[""Skip class? You won't pass."", 'Lots of homework', 'Get ready to read']",people,person,1.0
215,,good,good,good,0,24684251,0,,awesome,4,COMP182,Amazing professor. VERY TOUGH CLASS.,04/28/2015,5.0,5.0,,5,It's my life,4.5,4.5,1,Yes,1430188625000,,799,Yes,,,"['Tough grader', 'Respected', 'Lots of homework']",people,people,0.047222222222222276
216,,good,average,good,3,19559320,0,,awesome,5,COMP481,He is easily the best teacher I've ever had. He presents interesting but easy to understand examples. He intentionally appears as very mean at times but it is just an illusion to keep the class interesting and everyone on their toes. Never had a dull moment in the class.,12/18/2011,2.0,2.0,,5,Really into it,5.0,5.0,1,Yes,1324209914000,,799,,,,[],people,people,0.3098214285714286
217,Not Mandatory,poor,average,poor,0,27638467,0,,awful,1,CEVE401,"Many students dropped because there was no structure to the class and toms taught nothing during lecture. But he is a very lenient grader.. overall, the most disturbing class I've taken at Rice. Get out of CEVE 401 while you can",12/28/2016,3.0,3.0,,1,,1.0,1.0,1,No,1482966096000,No,799,Yes,,B+,['Graded by few things'],people,people,0.22999999999999998
218,Mandatory,good,average,good,0,27152224,0,,good,4,CEVE401,"The instructor is awesome; he does everything an instructor should do. His explanation is excellent and very clear. He cares about all his students and their academic success. He strives to teach the students all useful information to be successful. He offers extra hw, activities and tutorials to enhance the performance of the students. Most import",11/08/2016,3.0,3.0,,4,,4.0,4.0,1,Yes,1478627035000,Yes,799,Yes,,,[],people,people,0.40800000000000003
219,,good,poor,good,2,21365432,0,,awesome,5,COMP322,"He is a very nice professor, patient, knowledgeable, and really cares about students. Even though some assignments may be challenging, it is never a pain to be his student.",02/25/2013,1.0,1.0,,5,Really into it,5.0,5.0,1,Yes,1361822115000,,799,,,,[],people,people,0.49333333333333335
220,,good,poor,good,0,19559270,0,,awesome,5,COMP515,"He is very good, easy-going, caring professor. He is very knowledgeable about the subject matter and really wants students to do well.",12/18/2011,1.0,1.0,,5,Sorta interested,5.0,5.0,1,No,1324209429000,,799,,,,[],people,people,0.28583333333333333
221,,good,average,good,0,18982739,0,,awesome,5,MUSI254,Dave Kirk is an amazing teacher!,09/07/2011,3.0,3.0,,5,It's my life,5.0,5.0,1,No,1315354312000,,799,,,,[],people,people,0.7500000000000001
222,,poor,poor,poor,0,18183073,4,,awful,1,MUSI500,He's the tuba teacher but I don't even know if he plays the tuba. But he is super hot and you should take the class just for that reason.,01/26/2011,1.0,1.0,,1,Meh,1.0,1.0,1,No,1296043341000,,799,,,,[],people,people,0.29166666666666663
223,Mandatory,good,good,good,0,30215906,0,,awesome,5,RW207,Fun out o class educational experiences,05/31/2018,5.0,5.0,,5,,5.0,5.0,1,Yes,1527779774000,Yes,799,Yes,,A+,"['Caring', 'Respected', 'Accessible outside class']",people,people,0.275
224,,good,average,good,1,19559295,0,,awesome,4,COMP311,Corky is visibly excited about the material he teaches and that inspires interest in the mind of the student. He is very helpful and is always open to answer questions the student might have. However sometimes the answers have too much information which can be hard to parse.,12/18/2011,2.0,2.0,,5,Sorta interested,4.5,4.5,1,No,1324209678000,,799,,,,[],people,person,0.09666666666666665
225,,average,average,average,0,17622189,0,,poor,2,FREN201,Dr. Datta clearly has her favorites. Although I approached her several times about receiving help in the class she was useless. If you want to take a good French class take one with Dr. Nelson Campbell or Dr. Harter.,09/29/2010,3.0,3.0,,2,Sorta interested,2.0,2.0,1,Yes,1285793157000,,799,,,,[],people,people,0.06
226,,good,average,good,0,11501372,0,,awesome,5,FREN201,Really nice and very helpful,02/20/2006,3.0,3.0,,5,Sorta interested,5.0,5.0,1,,1140473714000,,799,,,,[],people,people,0.4
227,,good,good,good,0,10523237,0,,awesome,5,FRANCAIS,No Comments,09/18/2005,5.0,5.0,,5,It's my life,5.0,5.0,1,,1127079757000,,799,,,,[],people,people,0.0
228,,good,average,good,0,10176048,0,,awesome,5,FREN,She is awesome - sooo sweet and so helpful!,08/29/2005,3.0,3.0,,5,It's my life,5.0,5.0,1,,1125282907000,,799,,,,[],people,people,0.71875
229,,good,average,good,0,10161350,0,,awesome,4,FREN201,No Comments,08/24/2005,3.0,3.0,,5,Sorta interested,4.5,4.5,1,,1124914384000,,799,,,,[],people,people,0.0
230,Not Mandatory,good,good,good,0,30476211,0,,awesome,5,PHIL305,Cleverest professor ever seen in Rice Philosophy Department. Unfortunately he is retiring this year.,08/31/2018,4.0,4.0,,5,,5.0,5.0,1,Yes,1535733890000,Yes,799,Yes,,A+,"['Accessible outside class', 'Respected']",people,people,-0.5
231,,good,good,good,0,11937764,0,,good,5,PHIL305,"Not a class to skip--do so once and you will fall behind and never recover. Overall I enjoyed the class a lot. Also: GREAT D3, for those of you who don't want to put up with hard science (which are all exceptionally lame, despite what everyone else at Rice says).",05/24/2006,4.0,4.0,,3,It's my life,4.0,4.0,1,,1148495267000,,799,,,,[],people,people,0.018055555555555564
232,,good,good,good,0,3510327,0,,awesome,5,PHIL304,No Comments,03/28/2005,4.0,4.0,,4,Really into it,4.5,4.5,1,,1111968073000,,799,,,,[],people,people,0.0
233,,good,good,good,0,17304664,0,,awesome,5,PHYS622,Amazing professor!  The material in each lecture was well motivated and clearly explained.  All lectures in the course had a very good sense of direction.  Even difficult and rather dry topics were made very interesting to learn.,06/04/2010,5.0,5.0,,4,Really into it,4.5,4.5,1,Yes,1275693242000,,799,,,,[],people,people,0.30722222222222223
234,,good,good,good,0,10017381,0,,awesome,4,PHYS312,One of the hardest classes I've ever taken.  Dr. Stevenson is a superb teacher.,07/12/2005,5.0,5.0,,5,It's my life,4.5,4.5,1,,1121166247000,,799,,,,[],people,people,1.0
235,,good,average,good,0,3213673,0,,awesome,4,BROWN245,"Great passion for his subject, which he is willing to share with his students. Teaches difficult material in an engaging manner and answers questions very thoughtfully. Highly recommended!",01/13/2005,3.0,3.0,,5,Really into it,4.5,4.5,1,,1105578923000,,799,,,,[],people,people,0.1638888888888889
236,Mandatory,poor,good,poor,33,29756591,0,,awful,1,ACCO305,"Dr. Zeff is a mean, malicious and egocentric person. A normal professor wouldnt go to another professors office and say bad things about his students. A normal professor would also not use malicious words in the email to his students, saying things like his class is more important than your job interviews. He does not deserve to be a professor.",04/06/2018,5.0,5.0,,1,,1.0,1.0,1,Yes,1523034696000,No,799,Yes,,Not sure yet,"[""Skip class? You won't pass."", 'Tough grader']",people,people,0.031250000000000035
237,,good,good,average,9,23593430,5,,average,4,BUSI305,"Very mean to students. Not sure why. A great teacher though, but his teaching method may not be the best.",09/14/2014,5.0,5.0,,1,Meh,2.5,2.5,1,Yes,1410733600000,,799,,,,[],people,people,0.2859375
238,,good,good,good,1,3133296,46,,awesome,4,ACCO305,"Great teacher.  Expects a lot, but very approachable and helpful.",12/30/2004,4.0,4.0,,5,Sorta interested,4.5,4.5,1,,1104421285000,,799,,,,[],people,person,0.5
239,,good,good,good,7,2574302,3,,awesome,4,ACCO305,"Always in office hours. Sends tons of email updates (not sure why). Obviously very knowledgeable. Could probably go a little bit easier on people when they don't now the answer, but I think it's just that he's old and that's probably how they used to teach.",10/21/2004,4.0,4.0,,5,Sorta interested,4.5,4.5,1,,1098357914000,,799,,,,[],people,people,-0.034374999999999996
240,,good,average,good,0,21507732,0,,awesome,5,POLI375,Amazing. Every lecture will blow your mind!! Very good class. Definitely take it! I really loved this professor.. probably one of my favorite at Rice!,04/09/2013,2.0,2.0,,4,Really into it,4.5,4.5,1,No,1365522793000,,799,,,,[],people,people,0.6345000000000001
241,,good,average,good,0,13287782,0,,awesome,5,POLI211,Professor Leeds is an amazing lecturer.  She really knows her material and her presentation is amazing.,06/24/2007,3.0,3.0,,4,Really into it,4.5,4.5,1,Yes,1182656023000,,799,,,,[],people,people,0.46666666666666673
242,,good,average,good,0,12704584,0,,awesome,5,POLI211,"Great Prof, went to lectures hardly opened the book, easy class",01/01/2007,2.0,2.0,,4,It's my life,4.5,4.5,1,Yes,1167668164000,,799,,,,[],people,people,0.3138888888888889
243,,good,good,good,0,3331642,0,,awesome,5,POLI541,If only all professors were like Prof. Leeds... She is a superb teacher and a great mentor.I hope one day I can be half as good a prof. as she is.,02/07/2005,4.0,4.0,,5,It's my life,5.0,5.0,1,,1107797743000,,799,,,,[],people,people,0.4666666666666666
244,,good,average,good,0,3106932,0,,awesome,5,POLI211,"Best prof I've ever had -- very clear, direct, and knowledgeable about all aspects of international relations -- and international relations expert",12/23/2004,3.0,3.0,,5,Sorta interested,5.0,5.0,1,,1103838405000,,799,,,,[],people,people,0.24600000000000005
245,,average,good,average,0,2972506,0,,average,3,POLISCI,No Comments,12/10/2004,4.0,4.0,,3,Really into it,3.0,3.0,1,,1102666580000,,799,,,,[],people,people,0.0
246,,good,average,good,0,2581889,0,,good,4,POLI211,"Dr. Leeds really cares about teaching, and makes the class interesting. Plus, the class isn;t too hard.",10/22/2004,3.0,3.0,,4,Sorta interested,4.0,4.0,1,,1098472755000,,799,,,,[],people,people,0.1361111111111111
247,,good,good,good,0,23383399,0,online,awesome,5,ELEC301X,Great stuff. Excellent introduction to DSP based on linear algebra and Hilbert spaces.,06/18/2014,4.0,4.0,,5,Really into it,5.0,5.0,1,No,1403118056000,,799,No,,,[],people,people,0.9
248,,average,good,average,0,11559950,0,,good,3,ELEC301,"hard, but pretty interesting stuff",03/10/2006,5.0,5.0,,4,Really into it,3.5,3.5,1,,1141949729000,,799,,,,[],people,people,0.15277777777777776
249,,average,good,poor,0,3702509,0,,poor,2,ELEC301,not helpful or fun.,04/25/2005,5.0,5.0,,1,Meh,1.5,1.5,1,,1114429419000,,799,,,,[],people,people,0.3
250,,average,good,average,0,2678440,0,,good,3,ELEC301,decent effort - but he loses the class a lot.,11/08/2004,4.0,4.0,,4,Sorta interested,3.5,3.5,1,,1099938284000,,799,,,,[],people,people,-0.06666666666666667
251,,poor,good,poor,1,2675711,0,,poor,1,ELEC301,This professor is NEVER in class.,11/08/2004,5.0,5.0,,2,Low,1.5,1.5,1,,1099924017000,,799,,,,[],people,person,0.0
252,Not Mandatory,good,average,good,0,24601719,0,online,good,4,PYTHON,He is great. With fine sense of humour. With useful tips,04/15/2015,2.0,2.0,,4,Really into it,4.0,4.0,1,No,1429108211000,Yes,799,No,,INC,"['Inspirational', 'Amazing lectures']",people,people,0.5055555555555556
253,,poor,average,poor,1,16928023,0,,poor,1,COMP482,Lectures were more confusing than helpful.,03/30/2010,3.0,3.0,,2,Low,1.5,1.5,1,No,1269948127000,,799,,,,[],people,person,0.1
254,,good,good,good,0,11823028,0,,awesome,4,COMP280,"Easily one of my best professors this semester. Great teacher and one of my more interesting lectures. Although the class was difficult, it was definitely worth taking and was the most interesting class this semester for me.",05/04/2006,4.0,4.0,,5,Really into it,4.5,4.5,1,,1146764200000,,799,,,,[],people,people,0.44814814814814813
255,,poor,average,poor,0,11501381,0,,awful,1,ELEC220,awful.  lots of movement and words without really saying anything.,02/20/2006,3.0,3.0,,1,Really into it,1.0,1.0,1,,1140473904000,,799,,,,[],people,people,-0.4
256,,poor,average,average,3,3374175,1,,poor,1,ELEC220COMP320,Absurdly boring,02/19/2005,3.0,3.0,,3,Meh,2.0,2.0,1,,1108818811000,,799,,,,[],person,people,-1.0
